URI	score	html	type	position	dataset title	abstract	publication date	collection members	isCollection	first author fullname	all authors fullnames	all authors orcids	citation	dataset DOI	mean latitude	mean longitude	campaign	parameters	device
doi:10.1594/PANGAEA.864237	58.15168	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.864237"" target=""_self"" class=""dataset-link""><strong>Soltwedel, T (2016):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.2 (ARK-XXX/1.2), Longyearbyen - Tromsø, 2016-06-23 - 2016-07-16</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">6378 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.864237"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.864237</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 58.15</span></div></li>"	member	27	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.2 (ARK-XXX/1.2), Longyearbyen - Tromsø, 2016-06-23 - 2016-07-16		2016-09-01T13:59:12		No	Soltwedel, Thomas	Soltwedel, Thomas	0000-0002-8214-5937	Soltwedel, Thomas (2016): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.2 (ARK-XXX/1.2), Longyearbyen - Tromsø, 2016-06-23 - 2016-07-16 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.864237	https://doi.org/10.1594/PANGAEA.864237	78.45248088187508	5.112466699780494	PS99.2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.848842	57.816746	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848842"" target=""_self"" class=""dataset-link""><strong>Stein, R (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.1 (ARK-XXIX/2.1), Longyearbyen - Tromsø, 2015-06-29 - 2015-07-17</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">5758 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848842"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.848842</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 57.82</span></div></li>"	member	28	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.1 (ARK-XXIX/2.1), Longyearbyen - Tromsø, 2015-06-29 - 2015-07-17		2015-08-24T12:50:22		No	Stein, Ruediger	Stein, Ruediger	0000-0002-4453-9564	Stein, Ruediger (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.1 (ARK-XXIX/2.1), Longyearbyen - Tromsø, 2015-06-29 - 2015-07-17 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.848842	https://doi.org/10.1594/PANGAEA.848842	78.26575999201094	-1.5512335454671748	PS93.1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.881579	57.23481	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881579"" target=""_self"" class=""dataset-link""><strong>Macke, A (2017):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/1 (ARK-XXXI/1.1), Bremerhaven - Longyearbyen, 2017-05-24 - 2017-06-21</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">8038 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881579"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.881579</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 57.23</span></div></li>"	member	29	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/1 (ARK-XXXI/1.1), Bremerhaven - Longyearbyen, 2017-05-24 - 2017-06-21		2017-10-09T10:06:41		No	Macke, Andreas	Macke, Andreas	no ORCID	Macke, Andreas (2017): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/1 (ARK-XXXI/1.1), Bremerhaven - Longyearbyen, 2017-05-24 - 2017-06-21 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.881579	https://doi.org/10.1594/PANGAEA.881579	77.57729382779287	8.897496185692948	PS106/1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.855530	56.78696	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.855530"" target=""_self"" class=""dataset-link""><strong>Schauer, U (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS94 (ARK-XXIX/3), Tromsø - Bremerhaven, 2015-08-17 - 2015-10-15</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">16852 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.855530"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.855530</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 56.79</span></div></li>"	member	30	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS94 (ARK-XXIX/3), Tromsø - Bremerhaven, 2015-08-17 - 2015-10-15		2015-12-03T08:56:49		No	Schauer, Ursula	Schauer, Ursula	no ORCID	Schauer, Ursula (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS94 (ARK-XXIX/3), Tromsø - Bremerhaven, 2015-08-17 - 2015-10-15 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.855530	https://doi.org/10.1594/PANGAEA.855530	80.43105469469498	42.83883012894614	PS94	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.841008	56.20502	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841008"" target=""_self"" class=""dataset-link""><strong>Boetius, A (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/3, Tromsø - Bremerhaven, 2012-08-02 - 2012-10-08</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">19284 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841008"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.841008</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 56.21</span></div></li>"	member	31	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/3, Tromsø - Bremerhaven, 2012-08-02 - 2012-10-08		2014-12-19T18:20:04		No	Boetius, Antje	Boetius, Antje	0000-0003-2117-4176	Boetius, Antje (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/3, Tromsø - Bremerhaven, 2012-08-02 - 2012-10-08 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.841008	https://doi.org/10.1594/PANGAEA.841008	81.29997318577048	68.02997473694249	ARK-XXVII/3	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.848841	56.135986	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848841"" target=""_self"" class=""dataset-link""><strong>Peeken, I (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ), Bremerhaven - Longyearbyen, 2015-05-19 - 2015-06-28</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">11794 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848841"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.848841</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 56.14</span></div></li>"	member	32	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ), Bremerhaven - Longyearbyen, 2015-05-19 - 2015-06-28		2015-08-24T12:50:21		No	Peeken, Ilka	Peeken, Ilka	0000-0003-1531-1664	Peeken, Ilka (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ), Bremerhaven - Longyearbyen, 2015-05-19 - 2015-06-28 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.848841	https://doi.org/10.1594/PANGAEA.848841	78.22680128595907	12.693681596608434	PS92	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.881580	55.943764	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881580"" target=""_self"" class=""dataset-link""><strong>Flores, H (2017):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/2 (ARK-XXXI/1.2), Longyearbyen - Tromsø, 2017-06-23 - 2017-07-20</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">7718 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881580"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.881580</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 55.94</span></div></li>"	member	33	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/2 (ARK-XXXI/1.2), Longyearbyen - Tromsø, 2017-06-23 - 2017-07-20		2017-10-09T10:06:46		No	Flores, Hauke	Flores, Hauke	0000-0003-1617-5449	Flores, Hauke (2017): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS106/2 (ARK-XXXI/1.2), Longyearbyen - Tromsø, 2017-06-23 - 2017-07-20 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.881580	https://doi.org/10.1594/PANGAEA.881580	80.21588189448067	27.23542574713658	PS106/2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.864236	55.914726	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.864236"" target=""_self"" class=""dataset-link""><strong>Soltwedel, T (2016):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.1 (ARK-XXX/1.1), Bremerhaven - Longyearbyen, 2016-06-13 - 2016-06-22</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">3024 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.864236"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.864236</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 55.91</span></div></li>"	member	34	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.1 (ARK-XXX/1.1), Bremerhaven - Longyearbyen, 2016-06-13 - 2016-06-22		2016-09-01T13:59:11		No	Soltwedel, Thomas	Soltwedel, Thomas	0000-0002-8214-5937	Soltwedel, Thomas (2016): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS99.1 (ARK-XXX/1.1), Bremerhaven - Longyearbyen, 2016-06-13 - 2016-06-22 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.864236	https://doi.org/10.1594/PANGAEA.864236	68.26226364914025	10.89442882632275	PS99.1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.869409	55.684616	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.869409"" target=""_self"" class=""dataset-link""><strong>Boetius, A (2016):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS101 (ARK-XXX/3), Tromsø - Bremerhaven, 2016-09-09 - 2016-10-23</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">12756 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.869409"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.869409</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 55.68</span></div></li>"	member	35	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS101 (ARK-XXX/3), Tromsø - Bremerhaven, 2016-09-09 - 2016-10-23		2016-12-12T15:30:10		No	Boetius, Antje	Boetius, Antje	0000-0003-2117-4176	Boetius, Antje (2016): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS101 (ARK-XXX/3), Tromsø - Bremerhaven, 2016-09-09 - 2016-10-23 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.869409	https://doi.org/10.1594/PANGAEA.869409	82.38295352078998	43.18835970774531	PS101	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.895773	53.367493	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.895773"" target=""_self"" class=""dataset-link""><strong>Stein, R (2018):</strong> Links to master tracks in different resolutions of POLARSTERN cruise PS115/2, Longyearbyen - Bremerhaven, 2018-09-05 - 2018-10-16</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">11698 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.895773"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.895773</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 53.37</span></div></li>"	member	36	Links to master tracks in different resolutions of POLARSTERN cruise PS115/2, Longyearbyen - Bremerhaven, 2018-09-05 - 2018-10-16		2018-11-06T08:13:37		No	Stein, Ruediger	Stein, Ruediger	0000-0002-4453-9564	Stein, Ruediger (2018): Links to master tracks in different resolutions of POLARSTERN cruise PS115/2, Longyearbyen - Bremerhaven, 2018-09-05 - 2018-10-16 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.895773	https://doi.org/10.1594/PANGAEA.895773	78.38320637385874	90.87866373316811	PS115/2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.848840	53.3196	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848840"" target=""_self"" class=""dataset-link""><strong>Jokat, W (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/3 (AMEX I), Reykjavik - Bremerhaven, 2008-08-12 - 2008-10-17</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">19180 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848840"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.848840</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 53.32</span></div></li>"	member	37	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/3 (AMEX I), Reykjavik - Bremerhaven, 2008-08-12 - 2008-10-17		2015-08-24T12:50:19		No	Jokat, Wilfried	Jokat, Wilfried	0000-0002-7793-5854	Jokat, Wilfried (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/3 (AMEX I), Reykjavik - Bremerhaven, 2008-08-12 - 2008-10-17 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.848840	https://doi.org/10.1594/PANGAEA.848840	74.40424000503693	174.92491441778964	ARK-XXIII/3	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.837689	51.970375	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.837689"" target=""_self"" class=""dataset-link""><strong>Stein, R (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS87 (ARK-XXVIII/4), Tromsø - Bremerhaven, 2014-08-05 - 2014-10-08</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">18718 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.837689"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.837689</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 51.97</span></div></li>"	member	38	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS87 (ARK-XXVIII/4), Tromsø - Bremerhaven, 2014-08-05 - 2014-10-08		2014-10-31T10:25:20		No	Stein, Ruediger	Stein, Ruediger	0000-0002-4453-9564	Stein, Ruediger (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS87 (ARK-XXVIII/4), Tromsø - Bremerhaven, 2014-08-05 - 2014-10-08 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.837689	https://doi.org/10.1594/PANGAEA.837689	81.40605088411166	170.27650302518416	PS87	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.905170	40.67308	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.905170"" target=""_self"" class=""dataset-link""><strong>Gros, V; Sarda-Estève, R; Bonsang, B (2019):</strong> Isoprene concentrations in the surface Arctic waters during POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ) in May 2015</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Isoprene concentrations in the surface Arctic waters, measured during the TRANSSIZ cruise from May 20th to May 27th, 2015, on board the R/V Polarstern. Measurements were made on-line with water extracted from the ""ship's membrane pump"" (~6m under the surface).</td></tr><tr><td class=""title"">Size:</td><td class=""content"">3372 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.905170"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.905170</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 40.67</span></div></li>"	member	39	Isoprene concentrations in the surface Arctic waters during POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ) in May 2015	"Isoprene concentrations in the surface Arctic waters, measured during the TRANSSIZ cruise from May 20th to May 27th, 2015, on board the R/V Polarstern. Measurements were made on-line with water extracted from the ""ship's membrane pump"" (~6m under the surface)."	2019-08-22T09:56:31		No	Gros, Valérie	Gros, Valérie; Sarda-Estève, Roland; Bonsang, Bernard	no ORCID; no ORCID; no ORCID	Gros, Valérie; Sarda-Estève, Roland; Bonsang, Bernard (2019): Isoprene concentrations in the surface Arctic waters during POLARSTERN cruise PS92 (ARK-XXIX/1 TRANSSIZ) in May 2015 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.905170	https://doi.org/10.1594/PANGAEA.905170	69.63038550295857	7.95405680473373	PS92	DATE/TIME; LATITUDE; LONGITUDE; DEPTH, water [m]; Isoprene [pmol/l]	Underway cruise track measurements
